user_id,item_id
100087810,330236602
10011993,81781854
100212013,56914685
100212013,11739963
100212013,335843414
100212013,264177846
100212013,155167024
100226515,698978
100226515,383472921
100226515,392234068
100253557,67008164
100329583,108464698
100442521,286901187
100442521,228182953
100442521,393642847
100442521,392581061
10051209,209946311
100555417,186371041
100555417,114457348
100555417,258058463
100555417,380983531
100555417,221861433
100555417,365660518
100555417,88560455
100555417,141896586
100555417,294714799
100555417,386933667
100555417,195084201
100555417,36547938
100555417,61467855
100555417,71198501
100555417,174689329
100555417,191376670
100555417,301750735
100555417,86813946
100555417,248897689
100555417,147916108
100555417,169199608
100555417,274040002
100555417,133092211
100555417,310578333
100555417,117432016
100555417,96623892
100555417,261989562
100555417,396702860
100555417,106994126
100555417,228960246
100555417,15877808
100555417,201087471
100586848,344790904
100695202,26283419
100695202,114924591
100695202,345121635
100695202,67473128
100695202,69969358
100695202,56298941
100695202,52608833
100695202,341484617
100695202,129502674
100695202,384033543
100695202,104164028
100695202,55212588
100695202,126044238
100695202,360972514
100695202,220350898
100695202,158808417
100695202,195726977
100695202,143368054
100695202,148220207
100695202,108893153
10088568,211531890
10095384,357034768
10095384,336568501
10095384,151160014
10095384,113026515
100962079,120837266
101105140,256093399
101105140,111017441
101105140,56197415
101153614,224277819
101157205,189050413
101157205,230400334
101266396,371724708
101444554,385019734
101444554,140008982
101444554,320215050
101444554,271295293
101444554,233606702
101444554,240498949
101444554,326777127
101454268,201104559
101458258,268444955
101458258,266540046
101458258,105093972
101458258,190464282
101458258,138097460
101458258,67516922
101458258,387586491
101458258,180210262
101490976,221518002
101490976,316681172
101490976,157232931
101490976,17232641
101490976,393568062
101490976,319027890
101490976,314108238
101619772,353489724
101619772,242551410
101619772,326837849
101619772,403371877
101619772,294497554
101619772,175877608
101619772,149448892
101619772,220897607
101619772,351611414
101619772,171178671
101619772,308514784
101648866,228920310
101648866,309174774
101760598,128870053
101760598,107622540
101760598,89334882
10184463,369094845
101922121,215810142
101922121,346931672
101970481,275504801
101970481,310390394
101970481,98614230
101978062,379604686
101982247,362836617
101982646,32783250
101982646,86278904
101982646,396461619
101982646,108964959
102011320,191004528
102011320,82422881
102011320,335593948
102011320,70156710
102011320,46577380
102011320,274699824
102011320,301975023
102011320,352997916
102011320,103771224
102011320,147449664
102011320,234326508
102011320,244828191
102035536,367033489
102035536,93934047
102035536,186708035
102035536,112994841
102079825,28081242
102079825,401191083
102079825,196603821
102079825,127908979
102079825,340345775
102122962,136444548
102122962,188156269
102187372,334637151
102187372,385618652
102187372,239440947
102263707,400854824
10231590,144762153
102466261,213510587
102466261,401614601
102466261,188622285
102466261,207405489
102466261,344800398
102466261,161395329
102466261,147028214
102466261,112046270
102466261,213586411
102466261,254995670
102466261,245850530
102466261,134626873
102466261,97461896
102466261,248523280
102466261,102598946
102466261,135241186
102466261,44170408
102466261,175740279
102612580,113898780
102612580,295528160
102616570,374285830
102616570,96012433
102616570,257597860
102616570,171666002
102616570,26435015
102616570,392625157
102616570,400271584
102616570,50980161
102616570,329835830
102616570,137860803
102616570,247367367
102616570,227286078
102616570,173157493
102616570,356904818
102616570,184898728
102616570,20266243
102616570,31971005
102616570,317873401
102616570,51135068
102616570,55762398
102616570,350037148
102616570,131504275
102616570,3982085
102616570,344217706
102616570,212377492
102616570,377082192
102616570,305502871
102616570,42201214
102616570,91327712
102616570,358761201
102616570,111348461
102616570,32898216
102616570,60859964
102616570,158498985
102616570,241228138
102616570,241134271
102616570,169509667
102616570,274314594
102616570,66310032
102616570,201206074
102616570,21659002
102650143,196528649
102650143,262554414
102676297,2763354
102823423,396147802
102823423,59006441
102827812,33455857
102831484,214590621
102831484,11063137
102831484,205908659
102831484,40725183
102831484,114822197
102831484,210965036
102831484,301814806
102856393,266493400
102856393,215567744
102889078,9997254
102889078,203530206
102889078,16616909
102889078,81965237
102889078,360761184
102889078,37365585
102907225,190249443
102965698,34901913
102965698,96625559
102985372,219870967
102985372,182440876
102985372,123823836
102985372,183437212
102985372,335319178
102985372,105760164
103044784,353646360
103082347,269525604
103082347,248471352
103139791,390712046
103139791,202616290
103139791,217695999
103139791,152047465
103193989,216065959
103193989,290073534
103234309,68164274
103234309,355878553
103234309,134086025
103234309,208099573
103424518,392915206
103456642,13202878
103456642,184877943
103456642,96274811
103456642,176408050
103456642,5536838
103465510,387776503
103508719,353381230
103582477,193991988
103750921,167899484
104033521,162598857
104033521,105088366
104127037,26867911
104127037,199102873
104127037,159580343
104127037,297422663
104127037,340315802
104127037,280113564
104127037,244053805
104154079,252166641
104154079,191908391
104154079,346234526
104292325,353381230
104328850,325013086
104380996,326204817
104385280,104495624
104428489,183837116
104428489,376621839
104428489,121585855
104465491,148857553
104465491,111354518
104465491,54684506
104465491,257786213
104465491,143975535
104465491,206236063
104465491,296931371
104484472,15210900
104644609,319672954
104644609,219310143
104644609,283300349
104644609,171594078
104644609,59885399
104644609,27135265
104644609,165568500
104644609,101835171
104644609,89692889
104644609,220457367
104665927,149894528
104665927,235186230
104665927,383255257
104665927,358550233
104665927,400195086
104665927,240620285
104665927,297002232
104665927,319643655
104665927,22797796
104666221,206399231
104666221,54205043
104666221,25120191
104666221,281673806
104666221,34720672
104746432,198170447
104746432,105084315
104746432,149487409
104746432,196074878
104746432,380926816
104746432,92233601
104746432,265493330
104746432,95528196
104746432,265026701
104746432,54485084
104841235,83000793
104841235,342967899
104841235,176336900
104841235,276925296
104960101,119920617
104960101,23655521
104960101,108296296
104960101,352221665
104960101,184857453
104960101,243948254
104960101,341942228
104960101,370348260
104960101,181027710
104960101,168199800
104960101,86496514
104960101,48732611
104960101,359190095
104960101,351775308
104960101,397485233
104971858,241709746
104971858,64681329
104971858,99572159
104971858,129054013
104971858,294932087
105026093,200760366
105026093,104733516
105059975,251675639
105059975,268896774
105121694,286358061
105121694,28910103
105121694,5676314
105132614,172401622
105132614,275990172
105151880,359070782
105151880,391615671
105151880,375292474
105151880,395405141
105151880,275128731
105151880,119444381
105151880,277663053
105265070,145257069
105265070,348537741
105265070,73912025
105265070,263887455
105265070,100880870
105265070,81803690
105271193,40497890
105271193,242414858
105271193,372160789
105271193,372463512
105271193,163554928
105271193,77492118
105271193,272887565
105271193,219142841
105271193,34650173
105271193,363367432
105271193,38510766
105271193,374618337
105271193,175015310
105271193,53699561
105271193,19853590
105271193,292892569
105271193,256507435
105307832,393131149
105307832,25283109
105307832,310323261
105307832,275602066
105307832,270220552
105307832,49545699
105307832,342853181
105307832,347066571
105307832,384158601
105307832,323410232
10531113,4983345
10531113,114670598
10531113,172644166
10531113,214694118
10531113,266452903
10531113,109191790
105315608,104021823
105315608,225601868
105315608,125368449
105315608,74177455
105315608,342289828
105315608,317924668
105315608,137100377
105315608,242963176
105315608,249976517
105315608,322336501
105315608,251480943
105315608,49517993
105315608,149440678
105315608,381533195
105315608,365746077
105315608,290342976
105315608,303713964
105315608,16058760
105315608,367381496
105315608,129286240
105315608,85936742
105315608,165582345
105382949,311382523
105410696,327773524
105410696,355513091
105410696,261687413
105410696,195242393
105410696,333309580
105410696,110284408
105410696,160262507
105410696,101990628
105410696,220514022
105410696,356770606
105410696,315142229
105410696,246627131
105410696,404207442
105410696,16410924
105410696,209297947
105410696,123672708
105410696,180939322
105410696,259861204
105412349,56128651
105497231,125746601
105497231,21380550
105497231,307689045
105618998,128120959
105618998,331826314
105618998,131366377
105706433,128225520
105706433,206760601
105726659,104564409
105726659,106450973
105726659,148793993
105726659,212544827
105728198,383900695
105728198,370466018
105731936,65812607
105747179,132858475
105771836,318746998
106058027,65749960
106082570,165670014
106082570,10155324
106082570,191969511
106082570,296643899
106082570,229592819
106082570,99428166
106105154,377304965
106105154,210095492
106105154,270920653
106105154,325055698
106105154,293067533
106105154,277777446
106105154,319308399
106105154,94746811
106105154,43736557
106105154,225950402
106105154,227255752
106105154,389569112
106105154,164254905
106105154,319095903
106105154,95212347
106105154,150269475
106105154,218525007
106105154,164438691
106105154,352413898
106105154,198351582
106105154,291934609
106105154,288507468
106105154,126315994
106105154,33979385
106105154,259754198
106105154,76560645
106105154,208705081
106105154,348671820
106105154,30230650
106105154,221570203
106105154,300649860
106105154,243564786
106105154,199092764
106105154,4668397
106105154,23680477
106105154,45480071
106105154,301614195
106105154,306369379
106105154,99040689
106105154,301504222
106105154,83594938
106105154,153023118
106105154,18337241
106105154,209463625
106105154,344749054
106105154,53919610
106105154,115213792
106105154,92002916
106105154,333570048
106105154,186488127
106105154,43852560
106105154,246835044
106105154,357379525
106157618,164690944
106230941,216258520
106230941,362384538
106230941,362126706
106240256,155287656
106240256,66160301
106240256,392390623
106240256,114671483
106240256,116830841
106240256,53614305
106240256,62608472
106240256,19293446
106240256,83341472
106240256,216067361
106240256,106298346
106240256,398769425
106240256,195292673
106240256,101087153
106240256,9580400
106240256,253241979
106240256,254838896
106240256,149424055
106240256,379310108
106240256,144687847
106240256,127299068
106240256,125065139
106240256,198732859
106240256,141033750
106240256,81127761
106240256,294283537
106365050,244239966
106462190,380070789
106462190,128884517
106478345,194510733
106478345,200234108
106478345,64699877
106478345,346829739
106508543,125966929
106508543,42811359
106508543,38268433
106508543,284680758
106508543,281195441
106554566,189964088
106554566,291476517
106554566,167797905
106554566,380848870
106554566,214347386
106554566,331655777
106579874,91166836
106579874,224294673
106579874,255385033
106579874,152567533
106579874,89000838
106579874,158116198
106579874,344629214
106580762,270501072
106580762,315507907
106580762,344654688
10659204,261127107
10671849,126699107
106778951,114956561
106778951,366231934
106960781,352333910
106960781,40545781
106960781,115792323
106960781,285985630
106960781,65959301
106960781,382371914
106960781,131118900
106960781,381702844
106960781,134450379
106960781,22543931
106960781,104317483
106960781,87982578
106960781,244188428
106960781,165606961
106960781,212762777
106960781,20801740
106960781,119693946
106960781,207896172
106960781,380098712
106960781,229560468
106960781,298676814
106960781,235117453
107008394,225169383
107075849,386396517
10716444,44729124
10716444,184375141
107166068,135462838
107281343,90239109
107281343,253532915
107281343,209241242
107281343,212955888
107281343,156051435
107295845,212080184
107295845,23267914
107295845,204891716
107295845,315229117
107295845,55720733
107372360,95472793
107386463,83098075
107386463,68266089
107386463,383346940
107386463,87546522
107447693,102062582
107461040,249020550
107461040,30723213
107461040,252198321
107461040,115847018
10749927,3774915
10749927,190298225
10749927,202210362
10749927,169654080
10749927,19426428
10749927,400486034
10749927,333254436
107525567,340557541
107525567,302186150
107604134,74962869
107604134,41675824
10763160,259282633
10763160,347497427
107681189,175625224
10771734,270825770
